,symbol,companyName,marketCap,sector,industry,beta,price,lastAnnualDividend,volume,exchange,exchangeShortName,country,isEtf,isFund,isActivelyTrading
0,MSFT,Microsoft Corporation,2992906927600,Technology,Software—Infrastructure,0.89,402.79,3.0,5330687,NASDAQ Global Select,NASDAQ,US,False,False,True
1,AAPL,Apple Inc.,2662415188500,Technology,Consumer Electronics,1.289,172.415,0.96,23297980,NASDAQ Global Select,NASDAQ,US,False,False,True
2,NVDA,NVIDIA Corporation,2179511250000,Technology,Semiconductors,1.725,871.8045,0.16,33188939,NASDAQ Global Select,NASDAQ,US,False,False,True
3,AMZN,"Amazon.com, Inc.",1792107998540,Consumer Cyclical,Internet Retail,1.171,172.5271,0.0,11595419,NASDAQ Global Select,NASDAQ,US,False,False,True
4,GOOGL,Alphabet Inc.,1722336302297,Communication Services,Internet Content & Information,1.044,138.12,0.0,10843709,NASDAQ Global Select,NASDAQ,US,False,False,True
5,GOOG,Alphabet Inc.,1722241998404,Communication Services,Internet Content & Information,1.044,139.01,0.0,7635789,NASDAQ Global Select,NASDAQ,US,False,False,True
6,META,"Meta Platforms, Inc.",1238768797845,Communication Services,Internet Content & Information,1.208,485.905,2.0,11191763,NASDAQ Global Select,NASDAQ,US,False,False,True
7,AVGO,Broadcom Inc.,597303326900,Technology,Semiconductors,1.273,1288.9,21.0,1297086,NASDAQ Global Select,NASDAQ,US,False,False,True
8,TSLA,"Tesla, Inc.",567944237658,Consumer Cyclical,Auto Manufacturers,2.415,178.3302,0.0,42496155,NASDAQ Global Select,NASDAQ,US,False,False,True
9,AMD,"Advanced Micro Devices, Inc.",323844710750,Technology,Semiconductors,1.651,200.425,0.0,32562414,NASDAQ Global Select,NASDAQ,US,False,False,True
10,COST,Costco Wholesale Corporation,316937161280,Consumer Defensive,Discount Stores,0.765,714.26,4.08,1467060,NASDAQ Global Select,NASDAQ,US,False,False,True
11,NFLX,"Netflix, Inc.",263148373200,Communication Services,Entertainment,1.219,608.07,0.0,884242,NASDAQ Global Select,NASDAQ,US,False,False,True
12,ADBE,Adobe Inc.,251768520000,Technology,Software—Infrastructure,1.294,557.01,0.0,944158,NASDAQ Global Select,NASDAQ,US,False,False,True
13,PEP,"PepsiCo, Inc.",224966702400,Consumer Defensive,Beverages—Non-Alcoholic,0.534,163.68,5.06,1235991,NASDAQ Global Select,NASDAQ,US,False,False,True
14,CSCO,"Cisco Systems, Inc.",201892613400,Technology,Communication Equipment,0.853,49.86,1.6,4261486,NASDAQ Global Select,NASDAQ,US,False,False,True
15,TMUS,"T-Mobile US, Inc.",194563599100,Communication Services,Telecom Services,0.487,163.93,1.3,944380,NASDAQ Global Select,NASDAQ,US,False,False,True
16,QCOM,QUALCOMM Incorporated,189965520000,Technology,Semiconductors,1.413,170.22,3.2,2092096,NASDAQ Global Select,NASDAQ,US,False,False,True
17,INTC,Intel Corporation,188230137200,Technology,Semiconductors,0.996,44.5199,0.5,13041391,NASDAQ Global Select,NASDAQ,US,False,False,True
18,INTU,Intuit Inc.,180300876420,Technology,Software—Application,1.215,643.98,3.6,317868,NASDAQ Global Select,NASDAQ,US,False,False,True
19,CMCSA,Comcast Corporation,171275172250,Communication Services,Telecom Services,0.98,43.225,1.24,3675184,NASDAQ Global Select,NASDAQ,US,False,False,True
20,AMAT,"Applied Materials, Inc.",166063074420,Technology,Semiconductor Equipment & Materials,1.593,199.86,1.28,2474926,NASDAQ Global Select,NASDAQ,US,False,False,True
21,TXN,Texas Instruments Incorporated,156397536000,Technology,Semiconductors,1.029,172.0,5.2,791512,NASDAQ Global Select,NASDAQ,US,False,False,True
22,AMGN,Amgen Inc.,146664952730,Healthcare,Drug Manufacturers—General,0.578,273.67,9.0,485529,NASDAQ Global Select,NASDAQ,US,False,False,True
23,ISRG,"Intuitive Surgical, Inc.",134496927240,Healthcare,Medical Instruments & Supplies,1.359,381.74,0.0,458295,NASDAQ Global Select,NASDAQ,US,False,False,True
24,HON,Honeywell International Inc.,129862479840,Industrials,Conglomerates,1.023,199.12,4.32,639578,NASDAQ Global Select,NASDAQ,US,False,False,True
25,LRCX,Lam Research Corporation,121643263035,Technology,Semiconductor Equipment & Materials,1.517,927.845,8.0,326037,NASDAQ Global Select,NASDAQ,US,False,False,True
26,BKNG,Booking Holdings Inc.,120700173040,Consumer Cyclical,Travel Services,1.403,3532.24,35.0,71979,NASDAQ Global Select,NASDAQ,US,False,False,True
27,VRTX,Vertex Pharmaceuticals Incorporated,106031559380,Healthcare,Biotechnology,0.351,410.485,0.0,295939,NASDAQ Global Select,NASDAQ,US,False,False,True
28,ABNB,"Airbnb, Inc.",105061195820,Consumer Cyclical,Travel Services,1.251,162.31,0.0,992565,NASDAQ Global Select,NASDAQ,US,False,False,True
29,MU,"Micron Technology, Inc.",104529237900,Technology,Semiconductors,1.239,94.69,0.46,5599244,NASDAQ Global Select,NASDAQ,US,False,False,True
30,SBUX,Starbucks Corporation,104162400000,Consumer Cyclical,Restaurants,0.982,92.0,2.28,1986610,NASDAQ Global Select,NASDAQ,US,False,False,True
31,REGN,"Regeneron Pharmaceuticals, Inc.",104120623520,Healthcare,Biotechnology,0.11,964.58,0.0,97193,NASDAQ Global Select,NASDAQ,US,False,False,True
32,ADP,"Automatic Data Processing, Inc.",99429907595,Industrials,Staffing & Employment Services,0.789,242.045,5.6,289193,NASDAQ Global Select,NASDAQ,US,False,False,True
33,ADI,"Analog Devices, Inc.",97728589560,Technology,Semiconductors,1.173,197.07,3.68,611971,NASDAQ Global Select,NASDAQ,US,False,False,True
34,MDLZ,"Mondelez International, Inc.",97108137600,Consumer Defensive,Confectioners,0.578,72.12,1.7,1176774,NASDAQ Global Select,NASDAQ,US,False,False,True
35,GILD,"Gilead Sciences, Inc.",93482580800,Healthcare,Drug Manufacturers—General,0.2,75.04,3.08,2229391,NASDAQ Global Select,NASDAQ,US,False,False,True
36,PANW,"Palo Alto Networks, Inc.",92080269000,Technology,Software—Infrastructure,1.208,284.99,0.0,1929238,NASDAQ Global Select,NASDAQ,US,False,False,True
37,KLAC,KLA Corporation,91936130220,Technology,Semiconductor Equipment & Materials,1.34,679.83,5.8,262823,NASDAQ Global Select,NASDAQ,US,False,False,True
38,SNPS,"Synopsys, Inc.",85896763680,Technology,Software—Infrastructure,1.064,563.095,0.0,204489,NASDAQ Global Select,NASDAQ,US,False,False,True
39,EQIX,"Equinix, Inc.",84019072130,Real Estate,REIT—Specialty,0.589,887.95,17.04,93145,NASDAQ Global Select,NASDAQ,US,False,False,True
40,CDNS,"Cadence Design Systems, Inc.",82572811090,Technology,Software—Application,1.044,303.31,0.0,366439,NASDAQ Global Select,NASDAQ,US,False,False,True
41,CME,CME Group Inc.,77698873320,Financial Services,Financial Data & Stock Exchanges,0.498,215.835,8.6,303657,NASDAQ Global Select,NASDAQ,US,False,False,True
42,CRWD,"CrowdStrike Holdings, Inc.",76261564240,Technology,Software—Infrastructure,1.061,317.69,0.0,1209411,NASDAQ Global Select,NASDAQ,US,False,False,True
